category	cluster	treatment	fold_change	p_value	minus_log10_p_value	log2_fold_change
TNFa_signalling	3	iRSK_EGF	0.9847338663109568	0.7501828469924574	0.12483287025952883	-0.022194219690691814
TNFa_signalling	4	ip70S6K_EGF	1.0416766654786214	0.35680402244674847	0.4475702582292678	0.0589075372140703
TNFa_signalling	4	iRSK_EGF	0.8512308183658952	0.009943009755789977	2.0024821344680395	-0.23237771108446412
TNFa_signalling	5	ip70S6K_EGF	1.0115356436516667	0.7859522535808906	0.10460383644938462	0.016547157279773787
TNFa_signalling	5	iRSK_EGF	0.8534170630366781	0.0027174388838350715	2.565840214568864	-0.22867713912651322
TNFa_signalling	6	ip70S6K_EGF	1.0737567574104558	0.030266211618926387	1.5190419356988492	0.10266721062043528
TNFa_signalling	6	iRSK_EGF	0.9638453951331283	0.4049070774593888	0.39264463203698213	-0.05312634424402443
TNFa_signalling	7	ip70S6K_EGF	0.9914921109544951	0.7289377546820931	0.13730955529279118	-0.012326801537734342
TNFa_signalling	7	iRSK_EGF	0.9836828806150939	0.664560625975551	0.17746539346373022	-0.023734799954415433
TNFa_signalling	8	ip70S6K_EGF	1.0000505805668076	0.9991962329606269	3.4921195127156547e-4	7.297048746995945e-5
TNFa_signalling	8	iRSK_EGF	0.9781090375720495	0.6189764053576196	0.20832590545207585	-0.031932792086175096
TNFa_signalling	9	ip70S6K_EGF	1.0981318089078278	0.05781624488285932	1.2379501188156958	0.13505123161519078
TNFa_signalling	9	iRSK_EGF	1.0008267021700297	0.9872873082869424	0.00555644586490152	0.0011921863973236631
Wnt_signalling	1	ip70S6K_EGF	1.0173141363681737	0.8920589176381377	0.049606460915220384	0.024765237701867088
Wnt_signalling	1	iRSK_EGF	0.9084309346813605	0.5474380470025451	0.2616650223642421	-0.13855126009806185
Wnt_signalling	2	ip70S6K_EGF	0.8500852687095497	0.23356954854539783	0.6315837786861591	-0.23432053531403332
Wnt_signalling	2	iRSK_EGF	1.0705648953744547	0.5153300651553755	0.28791451938603746	0.0983722514891335
Wnt_signalling	3	ip70S6K_EGF	1.0987126551406292	0.2818401393529151	0.5499971550943874	0.13581412950152041
Wnt_signalling	3	iRSK_EGF	1.0089238261384144	0.9151404197652582	0.03851226238132718	0.012817254919178442
Wnt_signalling	4	ip70S6K_EGF	0.802772326086008	0.04014756574719435	1.3963407820069762	-0.31693721125439145
Wnt_signalling	4	iRSK_EGF	0.7716255105173956	0.07200134219966534	1.1426594076732437	-0.37402725413312427
Wnt_signalling	5	ip70S6K_EGF	1.0593382577879007	0.6619746534934483	0.17915863904771592	0.0831633305131082
Wnt_signalling	5	iRSK_EGF	0.861120944419385	0.2660505370960303	0.575035859995764	-0.21571221654488917
Wnt_signalling	6	ip70S6K_EGF	1.1635674588125764	0.023665250510092918	1.6258888939183542	0.21855485463938232
Wnt_signalling	6	iRSK_EGF	1.010864896809705	0.8733919971006068	0.0587907918410231	0.015590192367323407
Wnt_signalling	7	ip70S6K_EGF	1.0015833763797257	0.9796663440659841	0.008921811658672237	0.0022825226811365026
Wnt_signalling	7	iRSK_EGF	0.732036789855435	0.017839593400336296	1.7486150482784284	-0.4500119392629639
Wnt_signalling	8	ip70S6K_EGF	1.0384263649028018	0.7021625838079946	0.15356231653780256	0.05439891791007209
Wnt_signalling	8	iRSK_EGF	0.9537226081269835	0.5772774629392651	0.23861539713876823	-0.06835837799849694
Wnt_signalling	9	ip70S6K_EGF	1.1988679666044428	0.09976939429516182	1.001002664396568	0.26167278100920205
Wnt_signalling	9	iRSK_EGF	1.0957415220132414	0.3930894037143573	0.4055086630494306	0.131907516465332
